goodreads_id,title,publication_info,number_of_rattings,number_of_reviews,book_rate,number_of_5_stars_rating,number_of_4_stars_rating,number_of_3_stars_rating,number_of_2_stars_rating,number_of_1_stars_rating,author_name,author_no_of_books,author_followers,original_title,all_contributors,number_of_editions,currently_reading,to_read,first_published_date,publisher,no_of_papers,book_type,is_translated,translator,main_genre,sub_genre
108657128,سيمفونية الرعاة,2020-01-01,0,0,0.0,0,0,0,0,0,أندرية جيد,1,0,سيمفونية الرعاة,أندرية جيد,1,0,0,2019-01-01, أقلام عربية,239.0,Paperback,False,,Novels,Novels
60428026,نجم المساء,2020-01-01,249,28,3.44,45,73,87,35,9,İskender Pala,95,345,Akşam Yıldızı,"İskender Pala,اسكندر بالا,نورهان فتحي أبو شنب (Translator)",2,9,76,2019-01-01, العربي للنشر والتوزيع,264.0,Paperback,True,نورهان فتحي أبو شنب,Turkish Literature,Turkish Literature
60414379,سأنتقم لموتك,2022-01-01,131,15,3.21,12,38,56,15,10,Carme Riera,71,35,Vengaré tu muerte,"Carme Riera,رانيا الرباط (Translator)",7,9,130,2019-01-01, العربي للنشر والتوزيع,328.0,Paperback,True,رانيا الرباط,Novels,Novels
60414363,امرأة في الظلام,2019-05-31,3749,569,4.15,1547,1433,605,128,36,Raphael Montes,18,1238,Uma mulher no escuro,"Raphael Montes,رانيا الرباط (Translator)",4,97,2898,2019-01-01, العربي للنشر والتوزيع,320.0,Paperback,True,رانيا الرباط,Fiction,Fiction
53144294,لم أعد إنجليزياً يا أبي,2019-10-16,152,43,3.63,46,39,38,22,7,أحمد الزمام,6,104,لم أعد إنجليزياً يا أبي,أحمد الزمام,1,14,351,2019-01-01, دار كلمات,223.0,Paperback,False,,Nonfiction,Nonfiction
60414215,فتاة من فيتنام,2016-04-01,4277,518,3.74,759,1914,1354,220,30,Kim Thúy,36,665,Vi,"Kim Thúy,كيم توي,باسنت عصام (Translator)",33,112,2795,2019-01-01, العربي للنشر والتوزيع,192.0,Paperback,True,باسنت عصام,Fiction,Fiction
60414390,جريمة في المنزل المفتوح,2022-01-01,8,3,3.63,2,3,1,2,0,كايتي سايس، ترجمة: هبة الله هشام,1,0,جريمة في المنزل المفتوح,كايتي سايس، ترجمة: هبة الله هشام,1,0,13,2019-01-01, العربي للنشر والتوزيع,352.0,Paperback,True,كايتي سايس،,Fiction,Fiction
52870839,ولو بعد حين,2020-02-29,0,0,0.0,0,0,0,0,0,Ghaim,1,0,ولو بعد حين,Ghaim,1,0,4,2019-01-01, austin macauley publishers fze,86.0,Paperback,False,,Novels,Novels
60414187,هايذا: امرأة على حافة العالم,2022-01-01,3,2,3.67,0,2,1,0,0,ستينون سيجورذاردوتير، ترجمة: هند عادل,1,0,هايذا: امرأة على حافة العالم,ستينون سيجورذاردوتير، ترجمة: هند عادل,1,0,13,2019-01-01, العربي للنشر والتوزيع,280.0,Paperback,True,ستينون سيجورذاردوتير،,Fiction,Fiction
57405851,المنطقة الميتة,2020-01-01,1,0,5.0,1,0,0,0,0,ستيفن كينع,1,0,المنطقة الميتة,"ستيفن كينع,أوليغ عوكي (Translator)",1,0,4,2020-01-01,"january 1, 2020",239.0,Paperback,True,أوليغ عوكي,Novels,Novels
60414135,رسائل من امرأة مجهولة,2022-01-01,14,3,3.71,3,5,5,1,0,Zigmunds Skujiņš,29,9,رسائل من امرأة مجهولة,"Zigmunds Skujiņš,زيجموندز سكوينش,محمد عبد العزيز (Translator)",1,0,24,2019-01-01, العربي للنشر والتوزيع,336.0,Paperback,True,محمد عبد العزيز,Fiction,Fiction
52870549,القمر,2020-02-29,0,0,0.0,0,0,0,0,0,Khamis Mohammed Ali Alabdouli,1,0,القمر,Khamis Mohammed Ali Alabdouli,1,0,0,2019-01-01, دار الشروق,239.0,Paperback,False,,Novels,Novels
60414431,الحب في خمسة فصول,2019-02-17,3412,336,3.74,747,1406,940,249,70,Daniela Krien,11,62,Die Liebe im Ernstfall,"Daniela Krien,رضوى إمام (ترجمة)",44,147,4585,2019-01-01, العربي للنشر والتوزيع,280.0,Paperback,True,رضوى إمام,Fiction,Fiction
18664821,عيل عجوز,2013-10-01,263,32,3.79,122,46,42,23,30,Ahmed Farag,5,95,عيل عجوز,Ahmed Farag,1,19,488,2019-01-01, دار روعة للطبع والنشر والتوزيع,132.0,Paperback,False,,Poetry,Poetry
61299321,البيضاء القاتلة,2018-09-18,149249,12355,4.24,63831,62178,19173,2948,1119,Robert Galbraith,21,272,Lethal White,"Robert Galbraith,روبرت غالبريث",123,13300,67100,2019-01-01, هاشيت أنطوان / نوفل,800.0,Paperback,False,,Fiction,Fiction
108659045,تم قتلك بنجاح,2019-01-01,0,0,0.0,0,0,0,0,0,أسماء محسن,7,11,تم قتلك بنجاح,أسماء محسن,1,0,0,2019-01-01, حكاوي,239.0,Paperback,False,,Novels,Novels
60414582,الوردة البيضاء والغابة السوداء,2018-03-01,49904,3090,4.11,20607,18592,7571,1965,1169,Eoin Dempsey,13,825,"White Rose, Black Forest","Eoin Dempsey,محمد عثمان خليفة (ترجمة)",29,12800,56400,2019-01-01, العربي للنشر والتوزيع,320.0,Paperback,True,محمد عثمان خليفة,Fiction,Fiction
60414481,جزيرة الفئران,2022-01-01,1,0,2.0,0,0,0,1,0,Christos Ikonomou,8,37,جزيرة الفئران,"Christos Ikonomou,كريستوس إيكونومو,نيرة إبراهيم (Translator)",1,0,0,2019-01-01, العربي للنشر والتوزيع,216.0,Paperback,True,نيرة إبراهيم,Novels,Novels
60428075,جريمة الذئب الوحيد,2022-01-01,2,1,4.0,0,2,0,0,0,Henning Mankell,231,3443,جريمة الذئب الوحيد,"Henning Mankell,نهى مصطفى (Translator)",1,0,8,2019-01-01, العربي للنشر والتوزيع,528.0,Paperback,True,نهى مصطفى,Fiction,Fiction
52870683,إلى نقطة,2020-02-29,0,0,0.0,0,0,0,0,0,Esra'a Yousef,1,0,إلى نقطة,Esra'a Yousef,1,0,0,2020-02-29,"february 29, 2020",40.0,Paperback,False,,Novels,Novels
59590857,خطيبتي العذراء حامل,2021-01-01,6,1,3.33,1,1,3,1,0,سيد داود المطعني,2,1,خطيبتي العذراء حامل,سيد داود المطعني,1,0,2,2019-01-01, السعيد للنشر والتوزيع,239.0,Paperback,False,,Novels,Novels
52148599,نهاية ماريانو,2020-03-03,2,0,3.0,0,0,2,0,0,Vicente Blasco Ibáñez,506,102,نهاية ماريانو,"Vicente Blasco Ibáñez,فيسنت بلاسكو إيبانيز,حسين القباني (Translator)",1,0,0,2019-01-01, الفرات مصر للنشر والتوزيع,162.0,Paperback,True,حسين القباني,Novels,Novels
52871110,سَرِقَةٌ من نوعٍ آخرْ,2020-02-29,0,0,0.0,0,0,0,0,0,Dr. Najat Sultan,1,0,سَرِقَةٌ من نوعٍ آخرْ,Dr. Najat Sultan,1,0,0,2019-01-01, austin macauley publishers fze,312.0,Paperback,False,,Novels,Novels
60414467,شيء ما سيحدث,2010-03-01,478,73,3.93,144,194,108,28,4,Christos Ikonomou,8,37,"Κάτι θα γίνει, θα δεις","Christos Ikonomou,كريستوس إيكونومو,ندى نادر (Translator)",16,42,729,2019-01-01, العربي للنشر والتوزيع,280.0,Paperback,True,ندى نادر,Literature,Literature
48921487,همهمات المدينة,2019-01-01,0,0,0.0,0,0,0,0,0,آمنة فلاته,2,0,همهمات المدينة,آمنة فلاته,1,0,0,2019-01-01,"january 1, 2019",176.0,Paperback,False,,Novels,Novels
34398477,خلف أسوار المدرسة: المدرسة لمحة تاريخية وأوراق نقدية,2017-01-01,84,26,3.61,18,30,23,11,2,عمار سليمان,1,0,خلف أسوار المدرسة: المدرسة لمحة تاريخية وأوراق نقدية,عمار سليمان,1,11,295,2019-01-01, عالم اﻷدب للترجمة والنشر,216.0,Paperback,False,,Poetry,Poetry
45150383,حرمان,2019-01-01,3,1,2.67,0,1,0,2,0,Rachid Boudjedra,63,70,حرمان,Rachid Boudjedra,1,0,15,2019-01-01, دار الساقي,240.0,Paperback,False,,Novels,Novels
61852046,العزلة,2015-01-01,937,167,3.9,212,462,225,34,4,Claudio Morandini,19,14,"Neve, cane, piede","Claudio Morandini,مريم خالد (Translator)",21,17,1381,2019-01-01, العربي للنشر والتوزيع,224.0,Paperback,True,مريم خالد,Novels,Novels
54598934,قصة حلم,2020-01-01,4,1,2.0,0,0,1,2,1,هاني نقشبندي,9,538,قصة حلم,هاني نقشبندي,1,1,30,2019-01-01, دار الساقي,303.0,Paperback,False,,Novels,Novels
34052934--,أيامي في برلين (درعمي في بلاد الفرنجة) - سيرة روائية,2017-01-26,43,8,3.91,16,12,11,3,1,محمد سيد أحمد متولي,1,0,أيامي في برلين - (درعمي في بلاد الفرنجة) - سيرة روائية,محمد سيد أحمد متولي,1,10,90,2019-01-01, عالم الأدب للترجمة والنشر,384.0,Paperback,False,,Nonfiction,Nonfiction
59065773,القط الأسود,2020-02-29,0,0,0.0,0,0,0,0,0,Aesha Raja'an Al-Harashani,1,0,القط الأسود,Aesha Raja'an Al-Harashani,1,0,0,2019-01-01, austin macauley publishers fze,32.0,Paperback,False,,Novels,Novels
60219367,حتى تذوب الثلوج,2022-01-01,7,2,4.14,3,2,2,0,0,كريستيان قواي بوليكوين ت، رجمة: يارا أيمن,1,0,حتى تذوب الثلوج,كريستيان قواي بوليكوين ت، رجمة: يارا أيمن,1,1,18,2019-01-01, العربي للنشر والتوزيع,289.0,Paperback,False,,Literature,Literature
59125329,في سبيل التاج,1895-01-01,3264,457,3.89,1013,1191,801,198,61,مصطفى لطفي المنفلوطي,31,3503,Pour La Couronne,مصطفى لطفي المنفلوطي,40,168,2630,2019-01-01, دار المؤلف للطباعة والنشر والتوزيع، دار صادر للطباعة والنشر,87.0,Paperback,False,,Novels,Novels
60414658,عاصفة الشمال,2022-01-01,1,0,2.0,0,0,0,1,0,إينار كاوراسون، ترجمة: يارا كمال,1,0,عاصفة الشمال,إينار كاوراسون، ترجمة: يارا كمال,1,1,2,2019-01-01, العربي للنشر والتوزيع,152.0,Paperback,True,إينار كاوراسون،,Novels,Novels
60399903,جريمة الابن الصالح,2016-05-14,10778,1932,3.73,2308,4426,3067,784,193,You-Jeong Jeong,9,349,종의 기원,"You-Jeong Jeong,Mohammed Naguib (Translator )",49,762,22600,2019-01-01, العربي للنشر والتوزيع ,368.0,Paperback,True,Mohammed Naguib,Fiction,Fiction
61045639,القاتل الأخير,2019-01-01,1,0,4.0,0,1,0,0,0,Alfred Hitchcock,747,708,القاتل الأخير,Alfred Hitchcock,1,0,0,2019-01-01,مكتبة الزهران للطبع و النشر و التوزيع,114.0,Paperback,False,,Fiction,Fiction
60414624,من عدوها,2022-01-01,3,1,2.0,0,0,1,1,1,لينا ليهتولاينين,1,0,من عدوها,"لينا ليهتولاينين,نهى مصطفى (Translator)",1,2,7,2019-01-01, العربي للنشر والتوزيع,368.0,Paperback,True,نهى مصطفى,Novels,Novels
52314255,ذائقة طعام هتلر,2018-01-11,15077,1847,3.54,2399,5579,5279,1472,348,Rosella Postorino,17,224,Le assaggiatrici,"Rosella Postorino,محمد التهامي العماري (Translator)",72,1262,16300,2019-01-01, المركز الثقافي العربي,383.0,Paperback,True,محمد التهامي العماري,Fiction,Fiction
108834718-al-tawhidi-fi-diyafat-al-ghazzali,Al-Tawhidi Fi Diyafat Al-Ghazzali,2019-01-01,0,0,0.0,0,0,0,0,0,unknown author,3,7,Al-Tawhidi Fi Diyafat Al-Ghazzali,unknown author,1,0,0,2019-01-01,dar al-nahdah al-arabiyah,239.0,Paperback,False,,Novels,Novels
55244368,زوجات من اليابان,2011-08-23,51921,7608,3.67,11211,19689,15027,4714,1280,Julie Otsuka,14,946,The Buddha in the Attic,"Julie Otsuka,جولي أوتسوكا,السملالي سهيل (ترجمة)",91,2471,37700,2019-01-01, المركز الثقافي العربي,143.0,Paperback,True,السملالي سهيل,Fiction,Fiction
60414690,رسائل إلى هيلجا,2022-01-01,2,2,4.5,1,1,0,0,0,بريجسفين بيريسون، ترجمة: نهى مصطفى,1,0,رسائل إلى هيلجا,بريجسفين بيريسون، ترجمة: نهى مصطفى,1,0,15,2019-01-01, العربي للنشر والتوزيع,160.0,Paperback,True,بريجسفين بيريسون،,Novels,Novels
55742301,أعيش مع شبح,2019-02-08,119,21,2.96,6,31,42,32,8,Laura Freudenthaler,6,9,Geistergeschichte,"Laura Freudenthaler,رضوى إمام (ترجمة)",14,5,182,2019-01-01,  العربي للنشر والتوزيع,272.0,Paperback,True,رضوى إمام,Fiction,Fiction
44597214,الآنسة رينيه موبران,2017-01-01,5,0,1.8,0,1,0,1,3,Edmond de Goncourt,315,31, Renée Mauperin ,"Edmond de Goncourt,Jules de Goncourt,إدمون وجول دو غونكور",2,2,22,2019-01-01, مشروع كلمة للترجمة - هيئة أبوظبي للسياحة والثقافة,205.0,Paperback,False,,Novels,Novels
60266191,يوما ما .. الآن,2022-01-20,517,63,3.71,111,207,148,39,12,Massimo Gramellini,24,186,يوما ما .. الآن,"Massimo Gramellini,ماسيمو جارميلليني,مينا شحاتة (Translator)",1,0,0,2019-01-01, دار الشروق,239.0,Paperback,True,مينا شحاتة,Fiction,Fiction
35526354,ثلاث نساء قديرات,2009-08-20,3311,449,3.22,401,951,1154,589,216,Marie NDiaye,57,281,Trois femmes puissantes,Marie NDiaye,70,278,6299,2019-01-01, هيئة أبو ظبي للثقافة والتراث، وكلمة,329.0,Paperback,False,,Novels,Novels
60530446,الخبز,2022-01-01,5,2,3.2,1,2,0,1,1,Predrag Matvejević,54,24,الخبز,"Predrag Matvejević,ندى نادر (مترجم)",1,0,13,2019-01-01, العربي للنشر والتوزيع,256.0,Paperback,False,,Novels,Novels
42435569,سيرة مسلم في حانة أرتين,2017-01-01,20,3,3.8,3,12,3,2,0,علي نصار,3,0,سيرة مسلم في حانة أرتين,علي نصار,2,0,13,2019-01-01, دار النهضة العربية,302.0,Paperback,False,,Nonfiction,Nonfiction
60530519,الدهون,2022-01-01,0,0,0.0,0,0,0,0,0,مارييت بون وليسبث فان روسوم، ترجمة: محمد عبد العزيز,1,0,الدهون,مارييت بون وليسبث فان روسوم، ترجمة: محمد عبد العزيز,1,1,0,2019-01-01, العربي للنشر والتوزيع,305.0,Paperback,True,مارييت بون وليسبث فان روسوم،,Novels,Novels
59983636,متسلقو الجبال,2021-01-01,3,1,4.0,1,1,1,0,0,Luís Gonzales Sarmiento,1,0,متسلقو الجبال,Luís Gonzales Sarmiento,1,0,10,2019-01-01, العربي للنشر والتوزيع ,271.0,Paperback,False,,Novels,Novels
32141027,حارس التبغ,2008-01-01,496,111,3.75,138,173,129,35,21,علي بدر (المؤلف),27,413,حارس التبغ,علي بدر (المؤلف),12,45,1913,2019-01-01, منشورات المتوسط,344.0,Paperback,False,,Novels,Novels
56930498,المريضة الصامتة,2020-01-01,156,42,4.31,85,48,12,9,2,اليكس ميكياليديس,1,0,المريضة الصامتة,اليكس ميكياليديس,1,8,164,2020-01-01,"january 1, 2020",239.0,Paperback,False,,Novels,Novels
60530494,الأسماك,2019-10-09,727,147,4.09,285,272,129,34,7,Bill François,5,26,Eloquence de la sardine,Bill François,27,88,5157,2019-01-01, العربي للنشر والتوزيع,281.0,Paperback,False,,Nonfiction,Nonfiction
59242017,الخروج للمرة الأخيرة,2022-01-01,1,1,5.0,1,0,0,0,0,أحمد أبوالنجا,4,16,الخروج للمرة الأخيرة,أحمد أبوالنجا,1,0,0,2019-01-01, فضاءات للنشر والتوزيع,300.0,Paperback,False,,Novels,Novels
60530575,دليلك إلى: لعبة الحبار,2022-01-01,10,2,2.4,1,0,3,4,2,بارك مين جون، ترجمة: تقى علاء الدين,1,0,دليلك إلى: لعبة الحبار,بارك مين جون، ترجمة: تقى علاء الدين,1,0,5,2019-01-01, العربي للنشر والتوزيع,208.0,Paperback,True,بارك مين جون،,Fiction,Fiction
33849589,صوت الغراب,2017-01-26,182,57,3.73,36,86,40,15,5,عادل عصمت,13,295,صوت الغراب,عادل عصمت,1,5,347,2019-01-01, الكتب خان,198.0,Paperback,False,,Novels,Novels
38336581,الوصايا,2018-01-01,568,171,3.88,159,237,125,36,11,عادل عصمت,13,295,الوصايا,عادل عصمت,4,40,1410,2019-01-01, al kotob khan - الكتب خان,296.0,Paperback,False,,Novels,Novels
59174396,الدروس الإيطالية,2014-01-01,616,66,3.85,158,256,161,34,7,Marina Stepnova,16,114,Безбожный переулок,"Marina Stepnova,مارينا ستيبانوفا,فؤاد المرعي (Translator)",14,12,401,2019-01-01, الدار العربية للعلوم ناشرون,271.0,Paperback,True,فؤاد المرعي,Fiction,Fiction
58515059-33,33: عن الفَقد والرُهاب,2021-07-08,44,18,3.86,5,29,9,1,0,مينا ناجي,8,201,33: عن الفَقد والرُهاب,مينا ناجي,2,0,141,2019-01-01, دار المرايا للانتاج الثقافي,150.0,Paperback,False,,Novels,Novels
60892074,الليالي البيضاء,1848-01-01,94953,8083,4.01,32869,36672,19914,4449,1049,Fyodor Dostoevsky,2949,461,Белые ночи,"Fyodor Dostoevsky,رهام حسن (ترجمة)",746,3688,64400,1848-01-01,دار التنوع الثقافي,95.0,Hardcover,True,رهام حسن,Literature,Literature
57442372,رواية :العميل الثلاثى,2021-01-01,9,5,4.78,7,2,0,0,0,محمود هشام,2,7,العميل الثلاثى,محمود هشام,3,0,9,2021-01-01,"january 1, 2021",239.0,Paperback,False,,Novels,Novels
59004239,حالة وهم,2021-01-01,1,1,5.0,1,0,0,0,0,محمد سليم,2,0,حالة وهم ,محمد سليم,1,1,2,2019-01-01, منشورات الفنار ,239.0,Paperback,False,,Novels,Novels
43452244,تواريخ آل عثمان للطفي باشا,2019-01-23,30,3,3.77,16,4,3,1,6,محمد عبد العاطي محمد (translator),2,4,تواريخ آل عثمان للطفي باشا,محمد عبد العاطي محمد (translator),1,6,117,2019-01-01, دار البشير للثقافة والعلوم,520.0,Hardcover,False,,Fiction,Fiction
53343782-the-jane-austen-book-club,The Jane Austen Book Club,2004-04-22,68655,4849,3.1,7412,15981,26245,14020,4997,Karen Joy Fowler,149,1362,The Jane Austen Book Club,Karen Joy Fowler,96,1092,39100,2019-01-01, دار المدى,301.0,Paperback,False,,Fiction,Fiction
59004414,الراهب وابنة الجلاد,2021-01-01,4,0,4.0,2,0,2,0,0,أمبيروس بيرس,1,0,الراهب وابنة الجلاد,أمبيروس بيرس,1,1,3,2019-01-01, منشورات الفنار ,239.0,Paperback,False,,Novels,Novels
54100234,عرس الشاعر,2020-01-01,597,103,3.53,103,213,193,73,15,Antonio Skármeta,80,366,La boda del poeta,"Antonio Skármeta,أنطونيو سكارميتا,صالح علماني (Translator)",35,33,1519,2019-01-01, دار ممدوح عدوان للنشر,239.0,Paperback,True,صالح علماني,Novels,Novels
34866701,لن أمنحكم كراهيتي,2016-03-03,7685,1227,4.31,3938,2532,933,202,80,Antoine Leiris,7,47,Vous n'aurez pas ma haine,"Antoine Leiris,صابر رمضان (Translator)",54,127,10500,2019-01-01, العربي للنشر و التوزيع,144.0,Paperback,True,صابر رمضان,Nonfiction,Nonfiction
46266416,سفكة سفلة,2019-05-01,38,3,3.55,15,4,10,5,4,عماد اليماني,13,92,سفكة سفلة,عماد اليماني,1,6,87,2019-01-01, مركز الأدب العربي,188.0,Paperback,False,,Novels,Novels
60414641,جريمة تفجير الأولمبياد,2022-01-01,9,1,4.0,5,1,2,0,1,ليزا ماركلوند، ترجمة: يمنى خالد شيرازي,1,0,جريمة تفجير الأولمبياد,ليزا ماركلوند، ترجمة: يمنى خالد شيرازي,1,3,13,2019-01-01, العربي للنشر والتوزيع,480.0,Paperback,True,ليزا ماركلوند،,Fiction,Fiction
34876239,العميل السري,1907-01-01,21338,1597,3.59,4219,7608,6773,2071,667,Joseph Conrad,2970,3870,The Secret Agent: A Simple Tale,"Joseph Conrad,جوزيف كونراد,ميادة خليل (Translator)",2681,1905,23100,2019-01-01, منشورات المتوسط,352.0,Paperback,True,ميادة خليل,Novels,Novels
59004455,المستقطب,2021-01-01,0,0,0.0,0,0,0,0,0,محمد خالد,5,0,المستقطب,محمد خالد,1,0,0,2019-01-01, منشورات الفنار ,239.0,Paperback,False,,Novels,Novels
59643069,مشعلو الحرائق,2008-04-04,940,152,3.87,264,384,212,69,11,Jan Carson,17,134,Gizliajans,"Jan Carson,هند عادل (Translator)",14,69,2309,2019-01-01, العربي للنشر والتوزيع,359.0,Paperback,True,هند عادل,Fiction,Fiction
43749834,أنونيم,2019-01-01,191,36,3.59,56,49,52,20,14,نورا حسين,3,12,أنونيم,نورا حسين,2,13,275,2019-01-01, عصير الكتب للنشر والتوزيع,208.0,Paperback,False,,Novels,Novels
108829820,الإبنة الإسبانية,2019-01-01,0,0,0.0,0,0,0,0,0,unknown author,3,7,الإبنة الإسبانية,unknown author,1,0,0,2019-01-01,الدار العربية للعلوم ناشرون,239.0,Paperback,False,,Novels,Novels
59004143,شيطان العرش,2021-01-01,11,6,4.45,8,2,0,0,1,إسراء حسين,2,4,شيطان العرش ,إسراء حسين,1,1,30,2019-01-01, منشورات الفنار ,239.0,Paperback,False,,Novels,Novels
51007801-thoughts-of-regret-forgiveness,Thoughts of Regret & Forgiveness,2020-05-11,2,0,5.0,2,0,0,0,0,Yazan Musleh,3,6,خواطر الندم والغفران,Yazan Musleh,3,0,8,2019-01-01, arab scientific publishers,120.0,Paperback,False,,Novels,Novels
59643233,الكاتدرائية السوداء,2012-01-01,643,124,3.71,154,235,185,51,18,Marcial Gala,10,49,The Black Cathedral,"Marcial Gala,محمد عبد العزيز (Translator)",17,33,3986,2019-01-01, العربي للنشر والتوزيع,304.0,Paperback,True,محمد عبد العزيز,Fiction,Fiction
59053406,نهارات لندنية,2021-09-01,5,2,3.6,1,1,3,0,0,جمعة بوكليب,5,8,نهارات لندنية,جمعة بوكليب,2,0,4,2019-01-01, دار الفرجاني,119.0,Paperback,False,,Novels,Novels
59004302,بلاد المسخ,2021-01-01,9,1,3.67,3,2,2,2,0,محمد فتحى أبوهريرة,1,0,بلاد المسخ,محمد فتحى أبوهريرة,1,0,3,2019-01-01, منشورات الفنار ,239.0,Paperback,False,,Novels,Novels
59643367,الدرويش,2019-04-01,1050,103,4.28,492,398,129,25,6,Selahattin Demirtaş ترجمة: بيشوي صبري نسيم,1,0,Devran,Selahattin Demirtaş ترجمة: بيشوي صبري نسيم,9,20,461,2019-01-01, العربي للنشر والتوزيع,202.0,Paperback,True,Selahattin Demirtaş,Literature,Literature
59004319,هكذا يتموا أحلامي,2021-01-01,0,0,0.0,0,0,0,0,0,إريس ر. عايدة,1,0,هكذا يتموا أحلامي,إريس ر. عايدة,1,0,0,2019-01-01, منشورات الفنار ,239.0,Paperback,False,,Novels,Novels
59643283,جريمة العروس الهندية,2021-01-01,15,4,3.93,4,7,3,1,0,كارين فوسم ترجمة: هند عادل,1,0,جريمة العروس الهندية,كارين فوسم ترجمة: هند عادل,1,2,30,2019-01-01, العربي للنشر والتوزيع,361.0,Paperback,True,كارين فوسم,Fiction,Fiction
50919278,الأمير دهشان والجارية الطيبة,2018-11-06,3,1,4.0,1,1,1,0,0,حجاج أدول,47,131,الأمير دهشان والجارية الطيبة,"حجاج أدول,Haggag Hassan Oddoul",1,0,0,2019-01-01, دار الشروق,239.0,Paperback,False,,Philosophy,Philosophy
58925655-76,إيبولا 76,2012-01-01,314,80,3.25,36,95,109,58,16,Amir Tag Elsir,32,280,إيبولا ٧٦,Amir Tag Elsir,6,20,556,2019-01-01, دار الفرجاني,141.0,Paperback,False,,Fiction,Fiction
58545897,أذنبت مرة أخرى,2021-01-01,7,2,4.14,3,2,2,0,0,عمر هشام مغربي,5,3,أذنبت مرة أخرى,عمر هشام مغربي,1,1,10,2019-01-01, الفنار للنشر والتوزيع,143.0,Paperback,False,,Novels,Novels
59658719,فتاة نيبال الثرية,2021-01-01,4,2,3.0,0,1,2,1,0,شيواني نيباني,1,0,فتاة نيبال الثرية,شيواني نيباني,1,1,13,2019-01-01, العربي للنشر والتوزيع,320.0,Paperback,False,,Fiction,Fiction
51641782,أن تحبي رجلاً متزوجاً,2019-01-01,4,3,2.5,0,0,3,0,1,عزة سلطان,6,13,أن تحبي رجلاً متزوجاً,عزة سلطان,3,0,20,2019-01-01, مؤسسة بتانة,120.0,Paperback,False,,Fiction,Fiction
59004389,اختلال,2021-01-01,7,1,3.71,1,3,3,0,0,د. سمر سيد,1,0,اختلال,د. سمر سيد,1,1,7,2019-01-01, منشورات الفنار ,239.0,Paperback,False,,Novels,Novels
59658760,عائدة إلى الشمس,2021-01-01,5,1,3.4,1,1,2,1,0,آنا ماريا ماتشادو,1,0,عائدة إلى الشمس,آنا ماريا ماتشادو,1,0,9,2019-01-01, العربي للنشر والتوزيع,432.0,Paperback,False,,Novels,Novels
56903347-essra--,Essra - إسرا,2021-02-08,1,0,3.0,0,0,1,0,0,Salem Muhammed,1,0,إسرا,"Salem Muhammed,Salem Muhammed",1,0,0,2019-01-01, دار الفنار ,350.0,Paperback,False,,Novels,Novels
62324842,كونشيرتو  قورينا إدواردو,2022-09-01,13,9,3.54,2,5,4,2,0,نجوى بن شتوان,10,183,كونشيرتو  قورينا إدواردو,نجوى بن شتوان,1,5,58,2019-01-01, منشورات تكوين,312.0,Paperback,False,,Fiction,Fiction
59649473,حمام البلقان,2021-01-01,0,0,0.0,0,0,0,0,0,فلاديسلاف باجاك ترجمة: تسبيح عادل عبد السميع,1,0,حمام البلقان,فلاديسلاف باجاك ترجمة: تسبيح عادل عبد السميع,1,0,0,2019-01-01, العربي للنشر والتوزيع,472.0,Paperback,True,فلاديسلاف باجاك,Novels,Novels
62351925,الكلب الذهبي,2021-09-30,1,0,4.0,0,1,0,0,0,منصور أبوشناف,1,0,الكلب الذهبي,منصور أبوشناف,1,0,0,2019-01-01, دار الفرجاني,136.0,Paperback,False,,Novels,Novels
58532091,هم وأمهاتهم,2021-01-01,0,0,0.0,0,0,0,0,0,معتز  عبد الرحمن,2,0,هم وأمهاتهم,معتز  عبد الرحمن,1,0,4,2019-01-01, دراسات / منشورات الفنار - دار الزيات للنشر والتوزيع,336.0,Paperback,False,,Novels,Novels
59649520,أرق من الجلد,2012-01-01,187,35,3.37,45,51,37,37,17,Uzma Aslam Khan,12,121,أرق من الجلد,"Uzma Aslam Khan,محمد عبد العزيز (Translator)",17,19,664,2019-01-01, العربي للنشر والتوزيع,512.0,Paperback,True,محمد عبد العزيز,Fiction,Fiction
60398010,الشاطئ الرابع,2019-01-01,214,35,3.57,34,86,69,19,6,Virginia Baily,10,68,الشاطئ الرابع,"Virginia Baily,فرج الترهوني (Translator)",8,20,270,2019-01-01, دار الفرجاني,423.0,Paperback,True,فرج الترهوني,Fiction,Fiction
59658766,حارس الشانزليزيه,2014-08-28,244,32,3.57,50,80,83,22,9,Gauz,8,15,حارس الشانزليزيه,"Gauz,Armand Patrick Gbaka-Brédé,دينا محمد معوض (ترجمة)",1,0,0,2019-01-01, دار الشروق,239.0,Paperback,True,دينا محمد معوض,Novels,Novels
10041044,بروكلين هايتس,2010-01-01,1245,254,2.81,152,197,374,304,218,Miral al-Tahawy,8,104,بروكلين هايتس,"Miral al-Tahawy,ميرال الطحاوي",10,75,1219,2019-01-01, دار الآداب ,275.0,Paperback,False,,Novels,Novels
59649455,من هو لو؟,2021-01-01,3,0,2.67,0,1,1,0,1,أوتافيو كابيلاني,1,0,من هو لو؟,"أوتافيو كابيلاني,Rania Sabry (Translator)",1,0,7,2019-01-01, العربي للنشر والتوزيع,328.0,Paperback,True,Rania Sabry,Nonfiction,Nonfiction
69871957-a-song-for-margaret,A Song For Margaret,2011-01-01,14,2,3.36,3,4,4,1,2,لنا عبد الرحمن,15,20,A Song For Margaret,لنا عبد الرحمن,3,1,12,2019-01-01, arab scientific publishers,116.0,Paperback,False,,Novels,Novels
